"number";"polid";"specid";"splitfactor";"divisor";"massfrac"
92000;"PM2_5";"POC";0.388;1.0;0.388
92000;"PM2_5";"PEC";0.109;1.0;0.109
92000;"PM2_5";"PNH4";0.018;1.0;0.018
92000;"PM2_5";"PNO3";0.0035;1.0;0.0035
92000;"PM2_5";"PSO4";0.0165;1.0;0.0165
92000;"PM2_5";"PNCOM";0.272;1.0;0.272
92000;"PM2_5";"PNA";0.00655;1.0;0.00655
92000;"PM2_5";"PMG";8.06E-4;1.0;8.06E-4
92000;"PM2_5";"PAL";3.0E-4;1.0;3.0E-4
92000;"PM2_5";"PSI";1.5E-4;1.0;1.5E-4
92000;"PM2_5";"PCL";0.0905;1.0;0.0905
92000;"PM2_5";"PK";0.0704;1.0;0.0704
92000;"PM2_5";"PCA";3.3E-4;1.0;3.3E-4
92000;"PM2_5";"PTI";1.0E-5;1.0;1.0E-5
92000;"PM2_5";"PFE";1.0E-4;1.0;1.0E-4
92000;"PM2_5";"PMOTHR";0.0238539999999999;1.0;0.0238539999999999
92000;"PM2_5";"PMFINE";0.483;1.0;0.483
92001;"PM2_5";"POC";0.0308;1.0;0.0308
92001;"PM2_5";"PEC";2.0E-4;1.0;2.0E-4
92001;"PM2_5";"PNH4";5.5E-4;1.0;5.5E-4
92001;"PM2_5";"PNO3";5.66E-4;1.0;5.66E-4
92001;"PM2_5";"PSO4";0.0011;1.0;0.0011
92001;"PM2_5";"PNCOM";0.0123;1.0;0.0123
92001;"PM2_5";"PH2O";3.96E-4;1.0;3.96E-4
92001;"PM2_5";"PNA";0.0014;1.0;0.0014
92001;"PM2_5";"PMG";7.66E-4;1.0;7.66E-4
92001;"PM2_5";"PAL";0.0894;1.0;0.0894
92001;"PM2_5";"PSI";0.244;1.0;0.244
92001;"PM2_5";"PCL";0.00135;1.0;0.00135
92001;"PM2_5";"PK";0.0205;1.0;0.0205
92001;"PM2_5";"PCA";0.0245;1.0;0.0245
92001;"PM2_5";"PTI";0.0052;1.0;0.0052
92001;"PM2_5";"PMN";0.0013;1.0;0.0013
92001;"PM2_5";"PFE";0.0577;1.0;0.0577
92001;"PM2_5";"PMOTHR";0.507972;1.0;0.507972
92001;"PM2_5";"PMFINE";0.967334;1.0;0.967334
92002;"PM2_5";"POC";0.039;1.0;0.039
92002;"PM2_5";"PEC";0.023;1.0;0.023
92002;"PM2_5";"PNO3";0.0041;1.0;0.0041
92002;"PM2_5";"PSO4";0.044;1.0;0.044
92002;"PM2_5";"PNCOM";0.0156;1.0;0.0156
92002;"PM2_5";"PH2O";0.0106;1.0;0.0106
92002;"PM2_5";"PNA";0.041;1.0;0.041
92002;"PM2_5";"PMG";0.028;1.0;0.028
92002;"PM2_5";"PAL";0.27;1.0;0.27
92002;"PM2_5";"PSI";0.0034;1.0;0.0034
92002;"PM2_5";"PCL";0.0133;1.0;0.0133
92002;"PM2_5";"PK";0.0022;1.0;0.0022
92002;"PM2_5";"PCA";0.0033;1.0;0.0033
92002;"PM2_5";"PTI";4.0E-4;1.0;4.0E-4
92002;"PM2_5";"PMN";1.1E-4;1.0;1.1E-4
92002;"PM2_5";"PFE";0.0045;1.0;0.0045
92002;"PM2_5";"PMOTHR";0.49749;1.0;0.49749
92002;"PM2_5";"PMFINE";0.8899;1.0;0.8899
92003;"PM2_5";"PNH4";0.213;1.0;0.213
92003;"PM2_5";"PNO3";0.735;1.0;0.735
92003;"PM2_5";"PH2O";0.0512;1.0;0.0512
92003;"PM2_5";"PMOTHR";8.00000000000023E-4;1.0;8.00000000000023E-4
92003;"PM2_5";"PMFINE";0.265;1.0;0.265
92004;"PM2_5";"PNH4";0.22;1.0;0.22
92004;"PM2_5";"PSO4";0.586;1.0;0.586
92004;"PM2_5";"PH2O";0.194;1.0;0.194
92004;"PM2_5";"PMFINE";0.414;1.0;0.414
92005;"PM2_5";"POC";0.0432;1.0;0.0432
92005;"PM2_5";"PEC";0.0572;1.0;0.0572
92005;"PM2_5";"PNH4";0.00156;1.0;0.00156
92005;"PM2_5";"PNO3";0.00101;1.0;0.00101
92005;"PM2_5";"PSO4";0.00664;1.0;0.00664
92005;"PM2_5";"PNCOM";0.0173;1.0;0.0173
92005;"PM2_5";"PH2O";0.00197;1.0;0.00197
92005;"PM2_5";"PNA";0.0124;1.0;0.0124
92005;"PM2_5";"PMG";0.00212;1.0;0.00212
92005;"PM2_5";"PAL";0.0595;1.0;0.0595
92005;"PM2_5";"PSI";0.147;1.0;0.147
92005;"PM2_5";"PCL";3.57E-4;1.0;3.57E-4
92005;"PM2_5";"PK";0.00716;1.0;0.00716
92005;"PM2_5";"PCA";0.0602;1.0;0.0602
92005;"PM2_5";"PTI";0.00438;1.0;0.00438
92005;"PM2_5";"PMN";5.72E-4;1.0;5.72E-4
92005;"PM2_5";"PFE";0.0328;1.0;0.0328
92005;"PM2_5";"PMOTHR";0.544631;1.0;0.544631
92005;"PM2_5";"PMFINE";0.89195;1.0;0.89195
92006;"PM2_5";"POC";0.603;1.0;0.603
92006;"PM2_5";"PEC";1.3E-4;1.0;1.3E-4
92006;"PM2_5";"PNH4";0.0034;1.0;0.0034
92006;"PM2_5";"PNO3";1.2E-4;1.0;1.2E-4
92006;"PM2_5";"PSO4";9.1E-4;1.0;9.1E-4
92006;"PM2_5";"PNCOM";0.241;1.0;0.241
92006;"PM2_5";"PH2O";0.00103;1.0;0.00103
92006;"PM2_5";"PNA";1.1E-4;1.0;1.1E-4
92006;"PM2_5";"PAL";1.8E-4;1.0;1.8E-4
92006;"PM2_5";"PSI";1.7E-4;1.0;1.7E-4
92006;"PM2_5";"PCL";0.0070;1.0;0.0070
92006;"PM2_5";"PK";1.0E-5;1.0;1.0E-5
92006;"PM2_5";"PFE";1.0E-5;1.0;1.0E-5
92006;"PM2_5";"PMOTHR";0.14293;1.0;0.14293
92006;"PM2_5";"PMFINE";0.39584;1.0;0.39584
92007;"PM2_5";"POC";0.077;1.0;0.077
92007;"PM2_5";"PEC";0.0060;1.0;0.0060
92007;"PM2_5";"PNO3";0.0015;1.0;0.0015
92007;"PM2_5";"PSO4";0.0029;1.0;0.0029
92007;"PM2_5";"PNCOM";0.0308;1.0;0.0308
92007;"PM2_5";"PH2O";6.96E-4;1.0;6.96E-4
92007;"PM2_5";"PNA";0.0018;1.0;0.0018
92007;"PM2_5";"PMG";0.0010;1.0;0.0010
92007;"PM2_5";"PAL";0.0047;1.0;0.0047
92007;"PM2_5";"PSI";0.0087;1.0;0.0087
92007;"PM2_5";"PCL";0.0068;1.0;0.0068
92007;"PM2_5";"PK";0.0027;1.0;0.0027
92007;"PM2_5";"PCA";0.0048;1.0;0.0048
92007;"PM2_5";"PTI";2.5E-4;1.0;2.5E-4
92007;"PM2_5";"PMN";8.8E-4;1.0;8.8E-4
92007;"PM2_5";"PFE";0.0576;1.0;0.0576
92007;"PM2_5";"PMOTHR";0.791874;1.0;0.791874
92007;"PM2_5";"PMFINE";0.9126;1.0;0.9126
92008;"PM2_5";"PNO3";0.0055;1.0;0.0055
92008;"PM2_5";"PSO4";0.02;1.0;0.02
92008;"PM2_5";"PH2O";0.0048;1.0;0.0048
92008;"PM2_5";"PCL";0.0055;1.0;0.0055
92008;"PM2_5";"PCA";5.0E-4;1.0;5.0E-4
92008;"PM2_5";"PFE";0.0055;1.0;0.0055
92008;"PM2_5";"PMOTHR";0.9582;1.0;0.9582
92008;"PM2_5";"PMFINE";0.9745;1.0;0.9745
92009;"PM2_5";"POC";0.107;1.0;0.107
92009;"PM2_5";"PEC";0.0261;1.0;0.0261
92009;"PM2_5";"PNH4";3.0E-5;1.0;3.0E-5
92009;"PM2_5";"PNO3";0.0016;1.0;0.0016
92009;"PM2_5";"PSO4";0.0334;1.0;0.0334
92009;"PM2_5";"PNCOM";0.0428;1.0;0.0428
92009;"PM2_5";"PH2O";0.00802;1.0;0.00802
92009;"PM2_5";"PNA";1.6E-4;1.0;1.6E-4
92009;"PM2_5";"PMG";0.111;1.0;0.111
92009;"PM2_5";"PAL";0.00124;1.0;0.00124
92009;"PM2_5";"PSI";0.088;1.0;0.088
92009;"PM2_5";"PCL";0.00148;1.0;0.00148
92009;"PM2_5";"PK";1.9E-4;1.0;1.9E-4
92009;"PM2_5";"PCA";0.01;1.0;0.01
92009;"PM2_5";"PTI";0.0036;1.0;0.0036
92009;"PM2_5";"PMN";0.00107;1.0;0.00107
92009;"PM2_5";"PFE";0.115;1.0;0.115
92009;"PM2_5";"PMOTHR";0.44931;1.0;0.44931
92009;"PM2_5";"PMFINE";0.8319;1.0;0.8319
92010;"PM2_5";"POC";0.0242;1.0;0.0242
92010;"PM2_5";"PEC";5.77E-4;1.0;5.77E-4
92010;"PM2_5";"PNH4";4.42E-4;1.0;4.42E-4
92010;"PM2_5";"PNO3";0.00219;1.0;0.00219
92010;"PM2_5";"PSO4";0.00983;1.0;0.00983
92010;"PM2_5";"PNCOM";0.00968;1.0;0.00968
92010;"PM2_5";"PH2O";0.00247;1.0;0.00247
92010;"PM2_5";"PNA";0.00826;1.0;0.00826
92010;"PM2_5";"PMG";0.00638;1.0;0.00638
92010;"PM2_5";"PAL";0.0233;1.0;0.0233
92010;"PM2_5";"PSI";0.0992;1.0;0.0992
92010;"PM2_5";"PCL";0.00385;1.0;0.00385
92010;"PM2_5";"PK";0.00867;1.0;0.00867
92010;"PM2_5";"PCA";0.183;1.0;0.183
92010;"PM2_5";"PTI";0.00142;1.0;0.00142
92010;"PM2_5";"PMN";4.68E-4;1.0;4.68E-4
92010;"PM2_5";"PFE";0.0199;1.0;0.0199
92010;"PM2_5";"PMOTHR";0.596163;1.0;0.596163
92010;"PM2_5";"PMFINE";0.963203;1.0;0.963203
92011;"PM2_5";"POC";0.073;1.0;0.073
92011;"PM2_5";"PEC";0.012;1.0;0.012
92011;"PM2_5";"PNO3";0.0057;1.0;0.0057
92011;"PM2_5";"PSO4";0.032;1.0;0.032
92011;"PM2_5";"PNCOM";0.0292;1.0;0.0292
92011;"PM2_5";"PNA";0.0092;1.0;0.0092
92011;"PM2_5";"PMG";0.024;1.0;0.024
92011;"PM2_5";"PAL";0.0058;1.0;0.0058
92011;"PM2_5";"PSI";0.025;1.0;0.025
92011;"PM2_5";"PCL";0.0105;1.0;0.0105
92011;"PM2_5";"PK";0.0125;1.0;0.0125
92011;"PM2_5";"PCA";0.3;1.0;0.3
92011;"PM2_5";"PMN";4.2E-4;1.0;4.2E-4
92011;"PM2_5";"PFE";0.0054;1.0;0.0054
92011;"PM2_5";"PMOTHR";0.45528;1.0;0.45528
92011;"PM2_5";"PMFINE";0.8773;1.0;0.8773
92012;"PM2_5";"POC";0.0637;1.0;0.0637
92012;"PM2_5";"PEC";0.0091;1.0;0.0091
92012;"PM2_5";"PNO3";0.0050;1.0;0.0050
92012;"PM2_5";"PSO4";0.0628;1.0;0.0628
92012;"PM2_5";"PNCOM";0.0255;1.0;0.0255
92012;"PM2_5";"PH2O";0.0151;1.0;0.0151
92012;"PM2_5";"PNA";0.0118;1.0;0.0118
92012;"PM2_5";"PAL";0.01;1.0;0.01
92012;"PM2_5";"PSI";0.218;1.0;0.218
92012;"PM2_5";"PCL";0.0081;1.0;0.0081
92012;"PM2_5";"PK";0.0273;1.0;0.0273
92012;"PM2_5";"PCA";0.0091;1.0;0.0091
92012;"PM2_5";"PTI";5.46E-4;1.0;5.46E-4
92012;"PM2_5";"PMN";0.0409;1.0;0.0409
92012;"PM2_5";"PFE";0.136;1.0;0.136
92012;"PM2_5";"PMOTHR";0.357054;1.0;0.357054
92012;"PM2_5";"PMFINE";0.8594;1.0;0.8594
92013;"PM2_5";"POC";1.37E-4;1.0;1.37E-4
92013;"PM2_5";"PEC";7.03E-4;1.0;7.03E-4
92013;"PM2_5";"PNH4";0.00328;1.0;0.00328
92013;"PM2_5";"PSO4";0.327;1.0;0.327
92013;"PM2_5";"PNCOM";5.48E-5;1.0;5.48E-5
92013;"PM2_5";"PH2O";0.0792;1.0;0.0792
92013;"PM2_5";"PNA";1.8E-5;1.0;1.8E-5
92013;"PM2_5";"PAL";0.0808;1.0;0.0808
92013;"PM2_5";"PSI";0.198;1.0;0.198
92013;"PM2_5";"PCL";9.3E-5;1.0;9.3E-5
92013;"PM2_5";"PK";8.0E-4;1.0;8.0E-4
92013;"PM2_5";"PCA";0.00134;1.0;0.00134
92013;"PM2_5";"PTI";0.00667;1.0;0.00667
92013;"PM2_5";"PMN";1.9E-4;1.0;1.9E-4
92013;"PM2_5";"PFE";0.0116;1.0;0.0116
92013;"PM2_5";"PMOTHR";0.2901142;1.0;0.2901142
92013;"PM2_5";"PMFINE";0.67216;1.0;0.67216
92014;"PM2_5";"POC";0.127;1.0;0.127
92014;"PM2_5";"PEC";0.0293;1.0;0.0293
92014;"PM2_5";"PNH4";0.0234;1.0;0.0234
92014;"PM2_5";"PNO3";0.0469;1.0;0.0469
92014;"PM2_5";"PSO4";0.177;1.0;0.177
92014;"PM2_5";"PNCOM";0.0507;1.0;0.0507
92014;"PM2_5";"PH2O";0.048;1.0;0.048
92014;"PM2_5";"PNA";0.0229;1.0;0.0229
92014;"PM2_5";"PMG";4.71E-4;1.0;4.71E-4
92014;"PM2_5";"PAL";0.0105;1.0;0.0105
92014;"PM2_5";"PSI";0.0423;1.0;0.0423
92014;"PM2_5";"PCL";0.0313;1.0;0.0313
92014;"PM2_5";"PK";0.0694;1.0;0.0694
92014;"PM2_5";"PCA";0.167;1.0;0.167
92014;"PM2_5";"PTI";0.00347;1.0;0.00347
92014;"PM2_5";"PMN";9.64E-4;1.0;9.64E-4
92014;"PM2_5";"PFE";0.00665;1.0;0.00665
92014;"PM2_5";"PMOTHR";0.142745;1.0;0.142745
92014;"PM2_5";"PMFINE";0.6198;1.0;0.6198
92015;"PM2_5";"POC";0.67;1.0;0.67
92015;"PM2_5";"PEC";0.0406;1.0;0.0406
92015;"PM2_5";"PNO3";0.00145;1.0;0.00145
92015;"PM2_5";"PSO4";0.00135;1.0;0.00135
92015;"PM2_5";"PNCOM";0.268;1.0;0.268
92015;"PM2_5";"PNA";0.0030;1.0;0.0030
92015;"PM2_5";"PMG";9.56E-4;1.0;9.56E-4
92015;"PM2_5";"PAL";5.21E-4;1.0;5.21E-4
92015;"PM2_5";"PSI";9.6E-4;1.0;9.6E-4
92015;"PM2_5";"PCL";0.0037;1.0;0.0037
92015;"PM2_5";"PK";0.00247;1.0;0.00247
92015;"PM2_5";"PCA";3.35E-4;1.0;3.35E-4
92015;"PM2_5";"PTI";3.35E-5;1.0;3.35E-5
92015;"PM2_5";"PMN";5.0E-7;1.0;5.0E-7
92015;"PM2_5";"PFE";4.57E-4;1.0;4.57E-4
92015;"PM2_5";"PMOTHR";0.00616699999999992;1.0;0.00616699999999992
92015;"PM2_5";"PMFINE";0.2866;1.0;0.2866
92016;"PM2_5";"POC";0.018;1.0;0.018
92016;"PM2_5";"PEC";0.052;1.0;0.052
92016;"PM2_5";"PNO3";0.0030;1.0;0.0030
92016;"PM2_5";"PSO4";0.065;1.0;0.065
92016;"PM2_5";"PNCOM";0.0072;1.0;0.0072
92016;"PM2_5";"PMG";0.019;1.0;0.019
92016;"PM2_5";"PAL";0.07;1.0;0.07
92016;"PM2_5";"PSI";0.15;1.0;0.15
92016;"PM2_5";"PCL";0.05;1.0;0.05
92016;"PM2_5";"PK";0.074;1.0;0.074
92016;"PM2_5";"PCA";0.095;1.0;0.095
92016;"PM2_5";"PTI";0.0036;1.0;0.0036
92016;"PM2_5";"PMN";0.0044;1.0;0.0044
92016;"PM2_5";"PFE";0.064;1.0;0.064
92016;"PM2_5";"PMOTHR";0.3248;1.0;0.3248
92016;"PM2_5";"PMFINE";0.862;1.0;0.862
92017;"PM2_5";"POC";0.0917;1.0;0.0917
92017;"PM2_5";"PEC";0.0183;1.0;0.0183
92017;"PM2_5";"PNO3";0.0035;1.0;0.0035
92017;"PM2_5";"PSO4";0.0313;1.0;0.0313
92017;"PM2_5";"PNCOM";0.0367;1.0;0.0367
92017;"PM2_5";"PH2O";0.0075;1.0;0.0075
92017;"PM2_5";"PMOTHR";0.811;1.0;0.811
92017;"PM2_5";"PMFINE";0.8552;1.0;0.8552
92018;"PM2_5";"POC";0.61;1.0;0.61
92018;"PM2_5";"PEC";0.0047;1.0;0.0047
92018;"PM2_5";"PNO3";7.0E-4;1.0;7.0E-4
92018;"PM2_5";"PSO4";6.0E-4;1.0;6.0E-4
92018;"PM2_5";"PMOTHR";0.384;1.0;0.384
92018;"PM2_5";"PMFINE";0.384;1.0;0.384
92019;"PM2_5";"PSO4";0.486;1.0;0.486
92019;"PM2_5";"PH2O";0.117;1.0;0.117
92019;"PM2_5";"PAL";5.4E-4;1.0;5.4E-4
92019;"PM2_5";"PK";3.7E-4;1.0;3.7E-4
92019;"PM2_5";"PCA";0.258;1.0;0.258
92019;"PM2_5";"PTI";9.0E-5;1.0;9.0E-5
92019;"PM2_5";"PFE";5.9E-4;1.0;5.9E-4
92019;"PM2_5";"PMOTHR";0.13741;1.0;0.13741
92019;"PM2_5";"PMFINE";0.514;1.0;0.514
92020;"PM2_5";"POC";0.0462;1.0;0.0462
92020;"PM2_5";"PNH4";6.72E-4;1.0;6.72E-4
92020;"PM2_5";"PNO3";3.65E-4;1.0;3.65E-4
92020;"PM2_5";"PSO4";0.0105;1.0;0.0105
92020;"PM2_5";"PNCOM";0.0185;1.0;0.0185
92020;"PM2_5";"PH2O";0.00268;1.0;0.00268
92020;"PM2_5";"PAL";0.0368;1.0;0.0368
92020;"PM2_5";"PSI";0.115;1.0;0.115
92020;"PM2_5";"PCL";4.85E-4;1.0;4.85E-4
92020;"PM2_5";"PK";0.0149;1.0;0.0149
92020;"PM2_5";"PCA";0.091;1.0;0.091
92020;"PM2_5";"PTI";0.00355;1.0;0.00355
92020;"PM2_5";"PMN";0.00105;1.0;0.00105
92020;"PM2_5";"PFE";0.0351;1.0;0.0351
92020;"PM2_5";"PMOTHR";0.623198;1.0;0.623198
92020;"PM2_5";"PMFINE";0.942935;1.0;0.942935
92021;"PM2_5";"PSO4";0.0015;1.0;0.0015
92021;"PM2_5";"PH2O";3.6E-4;1.0;3.6E-4
92021;"PM2_5";"PK";0.00346;1.0;0.00346
92021;"PM2_5";"PTI";1.0E-4;1.0;1.0E-4
92021;"PM2_5";"PMN";1.0E-4;1.0;1.0E-4
92021;"PM2_5";"PFE";0.0029;1.0;0.0029
92021;"PM2_5";"PMOTHR";0.99158;1.0;0.99158
92021;"PM2_5";"PMFINE";0.9985;1.0;0.9985
92022;"PM2_5";"POC";0.0538;1.0;0.0538
92022;"PM2_5";"PEC";0.00205;1.0;0.00205
92022;"PM2_5";"PNH4";0.00125;1.0;0.00125
92022;"PM2_5";"PNO3";5.88E-4;1.0;5.88E-4
92022;"PM2_5";"PSO4";0.0018;1.0;0.0018
92022;"PM2_5";"PNCOM";0.0215;1.0;0.0215
92022;"PM2_5";"PH2O";7.32E-4;1.0;7.32E-4
92022;"PM2_5";"PNA";0.00316;1.0;0.00316
92022;"PM2_5";"PMG";0.00723;1.0;0.00723
92022;"PM2_5";"PAL";0.0679;1.0;0.0679
92022;"PM2_5";"PSI";0.221;1.0;0.221
92022;"PM2_5";"PCL";5.14E-4;1.0;5.14E-4
92022;"PM2_5";"PK";0.0188;1.0;0.0188
92022;"PM2_5";"PCA";0.0381;1.0;0.0381
92022;"PM2_5";"PTI";0.00462;1.0;0.00462
92022;"PM2_5";"PMN";9.55E-4;1.0;9.55E-4
92022;"PM2_5";"PFE";0.0438;1.0;0.0438
92022;"PM2_5";"PMOTHR";0.512201;1.0;0.512201
92022;"PM2_5";"PMFINE";0.941762;1.0;0.941762
92023;"PM2_5";"POC";0.318;1.0;0.318
92023;"PM2_5";"PEC";0.0516;1.0;0.0516
92023;"PM2_5";"PNH4";0.0333;1.0;0.0333
92023;"PM2_5";"PNO3";0.0926;1.0;0.0926
92023;"PM2_5";"PSO4";0.0446;1.0;0.0446
92023;"PM2_5";"PNCOM";0.127;1.0;0.127
92023;"PM2_5";"PH2O";0.0187;1.0;0.0187
92023;"PM2_5";"PNA";0.0050;1.0;0.0050
92023;"PM2_5";"PAL";0.0129;1.0;0.0129
92023;"PM2_5";"PSI";0.0399;1.0;0.0399
92023;"PM2_5";"PCL";0.0039;1.0;0.0039
92023;"PM2_5";"PK";0.0205;1.0;0.0205
92023;"PM2_5";"PCA";0.0214;1.0;0.0214
92023;"PM2_5";"PTI";5.0E-4;1.0;5.0E-4
92023;"PM2_5";"PMN";4.0E-4;1.0;4.0E-4
92023;"PM2_5";"PFE";0.0119;1.0;0.0119
92023;"PM2_5";"PMOTHR";0.1978;1.0;0.1978
92023;"PM2_5";"PMFINE";0.4932;1.0;0.4932
92025;"PM2_5";"POC";0.25;1.0;0.25
92025;"PM2_5";"PEC";0.1;1.0;0.1
92025;"PM2_5";"PSO4";0.19;1.0;0.19
92025;"PM2_5";"PNCOM";0.1;1.0;0.1
92025;"PM2_5";"PSI";0.0080;1.0;0.0080
92025;"PM2_5";"PK";4.0E-4;1.0;4.0E-4
92025;"PM2_5";"PCA";2.0E-4;1.0;2.0E-4
92025;"PM2_5";"PFE";9.0E-4;1.0;9.0E-4
92025;"PM2_5";"PMOTHR";0.3505;1.0;0.3505
92025;"PM2_5";"PMFINE";0.46;1.0;0.46
92026;"PM2_5";"POC";0.0323;1.0;0.0323
92026;"PM2_5";"PEC";0.00363;1.0;0.00363
92026;"PM2_5";"PNO3";0.0023;1.0;0.0023
92026;"PM2_5";"PSO4";0.0224;1.0;0.0224
92026;"PM2_5";"PNCOM";0.0129;1.0;0.0129
92026;"PM2_5";"PNA";0.039;1.0;0.039
92026;"PM2_5";"PMG";0.0311;1.0;0.0311
92026;"PM2_5";"PAL";0.0065;1.0;0.0065
92026;"PM2_5";"PSI";0.0299;1.0;0.0299
92026;"PM2_5";"PCL";0.0185;1.0;0.0185
92026;"PM2_5";"PK";0.0186;1.0;0.0186
92026;"PM2_5";"PCA";0.062;1.0;0.062
92026;"PM2_5";"PTI";0.0020;1.0;0.0020
92026;"PM2_5";"PMN";0.0365;1.0;0.0365
92026;"PM2_5";"PFE";0.32;1.0;0.32
92026;"PM2_5";"PMOTHR";0.36237;1.0;0.36237
92026;"PM2_5";"PMFINE";0.93937;1.0;0.93937
92027;"PM2_5";"POC";0.0514;1.0;0.0514
92027;"PM2_5";"PEC";0.101;1.0;0.101
92027;"PM2_5";"PNO3";0.057;1.0;0.057
92027;"PM2_5";"PSO4";0.0402;1.0;0.0402
92027;"PM2_5";"PNCOM";0.0206;1.0;0.0206
92027;"PM2_5";"PNA";0.0257;1.0;0.0257
92027;"PM2_5";"PMG";0.0227;1.0;0.0227
92027;"PM2_5";"PAL";0.0143;1.0;0.0143
92027;"PM2_5";"PSI";0.055;1.0;0.055
92027;"PM2_5";"PCL";0.0042;1.0;0.0042
92027;"PM2_5";"PK";0.0718;1.0;0.0718
92027;"PM2_5";"PCA";0.012;1.0;0.012
92027;"PM2_5";"PTI";4.6E-4;1.0;4.6E-4
92027;"PM2_5";"PFE";0.0208;1.0;0.0208
92027;"PM2_5";"PMOTHR";0.50284;1.0;0.50284
92027;"PM2_5";"PMFINE";0.7504;1.0;0.7504
92028;"PM2_5";"POC";0.28;1.0;0.28
92028;"PM2_5";"PEC";0.02;1.0;0.02
92028;"PM2_5";"PNO3";0.0055;1.0;0.0055
92028;"PM2_5";"PSO4";0.0055;1.0;0.0055
92028;"PM2_5";"PNCOM";0.112;1.0;0.112
92028;"PM2_5";"PH2O";0.00132;1.0;0.00132
92028;"PM2_5";"PCL";0.15;1.0;0.15
92028;"PM2_5";"PK";0.0055;1.0;0.0055
92028;"PM2_5";"PCA";5.0E-4;1.0;5.0E-4
92028;"PM2_5";"PFE";0.0055;1.0;0.0055
92028;"PM2_5";"PMOTHR";0.41418;1.0;0.41418
92028;"PM2_5";"PMFINE";0.689;1.0;0.689
92029;"PM2_5";"POC";0.0124;1.0;0.0124
92029;"PM2_5";"PEC";0.017;1.0;0.017
92029;"PM2_5";"PNH4";7.82E-4;1.0;7.82E-4
92029;"PM2_5";"PNO3";0.00365;1.0;0.00365
92029;"PM2_5";"PSO4";0.0639;1.0;0.0639
92029;"PM2_5";"PNCOM";0.00494;1.0;0.00494
92029;"PM2_5";"PH2O";0.0155;1.0;0.0155
92029;"PM2_5";"PNA";0.00223;1.0;0.00223
92029;"PM2_5";"PMG";0.0155;1.0;0.0155
92029;"PM2_5";"PAL";0.0537;1.0;0.0537
92029;"PM2_5";"PSI";0.0663;1.0;0.0663
92029;"PM2_5";"PCL";0.00249;1.0;0.00249
92029;"PM2_5";"PK";0.00575;1.0;0.00575
92029;"PM2_5";"PCA";0.202;1.0;0.202
92029;"PM2_5";"PTI";0.00845;1.0;0.00845
92029;"PM2_5";"PMN";8.98E-4;1.0;8.98E-4
92029;"PM2_5";"PFE";0.0484;1.0;0.0484
92029;"PM2_5";"PMOTHR";0.47611;1.0;0.47611
92029;"PM2_5";"PMFINE";0.90305;1.0;0.90305
92030;"PM2_5";"POC";0.0405;1.0;0.0405
92030;"PM2_5";"PEC";0.00176;1.0;0.00176
92030;"PM2_5";"PNH4";0.00113;1.0;0.00113
92030;"PM2_5";"PSO4";0.00356;1.0;0.00356
92030;"PM2_5";"PNCOM";0.0162;1.0;0.0162
92030;"PM2_5";"PH2O";0.00112;1.0;0.00112
92030;"PM2_5";"PNA";6.14E-4;1.0;6.14E-4
92030;"PM2_5";"PMG";0.00259;1.0;0.00259
92030;"PM2_5";"PAL";0.00269;1.0;0.00269
92030;"PM2_5";"PSI";0.0814;1.0;0.0814
92030;"PM2_5";"PCL";9.27E-4;1.0;9.27E-4
92030;"PM2_5";"PK";0.00879;1.0;0.00879
92030;"PM2_5";"PCA";0.00901;1.0;0.00901
92030;"PM2_5";"PMN";1.97E-4;1.0;1.97E-4
92030;"PM2_5";"PFE";0.00176;1.0;0.00176
92030;"PM2_5";"PMOTHR";0.827752;1.0;0.827752
92030;"PM2_5";"PMFINE";0.95418;1.0;0.95418
92031;"PM2_5";"POC";0.12;1.0;0.12
92031;"PM2_5";"PNO3";5.0E-4;1.0;5.0E-4
92031;"PM2_5";"PSO4";5.0E-4;1.0;5.0E-4
92031;"PM2_5";"PNCOM";0.048;1.0;0.048
92031;"PM2_5";"PH2O";1.2E-4;1.0;1.2E-4
92031;"PM2_5";"PSI";0.05;1.0;0.05
92031;"PM2_5";"PCL";0.0055;1.0;0.0055
92031;"PM2_5";"PK";0.0055;1.0;0.0055
92031;"PM2_5";"PCA";0.01;1.0;0.01
92031;"PM2_5";"PMN";0.0055;1.0;0.0055
92031;"PM2_5";"PFE";0.05;1.0;0.05
92031;"PM2_5";"PMOTHR";0.70438;1.0;0.70438
92031;"PM2_5";"PMFINE";0.879;1.0;0.879
